label,label_text,id
2,Business,0
2,Business,1
2,Business,2
2,Business,3
2,Business,4
2,Business,5
2,Business,6
2,Business,7
2,Business,8
2,Business,9
2,Business,10
2,Business,11
2,Business,12
2,Business,13
2,Business,14
2,Business,15
2,Business,16
2,Business,17
2,Business,18
2,Business,19
2,Business,20
2,Business,21
2,Business,22
2,Business,23
2,Business,24
2,Business,25
2,Business,26
2,Business,27
2,Business,28
2,Business,29
2,Business,30
2,Business,31
2,Business,32
2,Business,33
2,Business,34
2,Business,35
2,Business,36
2,Business,37
2,Business,38
2,Business,39
2,Business,40
2,Business,41
2,Business,42
2,Business,43
2,Business,44
2,Business,45
2,Business,46
2,Business,47
2,Business,48
2,Business,49
2,Business,50
2,Business,51
2,Business,52
2,Business,53
2,Business,54
2,Business,55
2,Business,56
2,Business,57
2,Business,58
2,Business,59
2,Business,60
2,Business,61
2,Business,62
2,Business,63
2,Business,64
2,Business,65
2,Business,66
2,Business,67
2,Business,68
2,Business,69
2,Business,70
2,Business,71
2,Business,72
2,Business,73
2,Business,74
2,Business,75
2,Business,76
2,Business,77
3,Sci/Tech,78
3,Sci/Tech,79
3,Sci/Tech,80
3,Sci/Tech,81
3,Sci/Tech,82
3,Sci/Tech,83
3,Sci/Tech,84
3,Sci/Tech,85
3,Sci/Tech,86
3,Sci/Tech,87
3,Sci/Tech,88
3,Sci/Tech,89
3,Sci/Tech,90
3,Sci/Tech,91
3,Sci/Tech,92
3,Sci/Tech,93
3,Sci/Tech,94
3,Sci/Tech,95
3,Sci/Tech,96
3,Sci/Tech,97
3,Sci/Tech,98
3,Sci/Tech,99
3,Sci/Tech,100
3,Sci/Tech,101
3,Sci/Tech,102
3,Sci/Tech,103
3,Sci/Tech,104
3,Sci/Tech,105
3,Sci/Tech,106
3,Sci/Tech,107
3,Sci/Tech,108
3,Sci/Tech,109
3,Sci/Tech,110
3,Sci/Tech,111
3,Sci/Tech,112
3,Sci/Tech,113
3,Sci/Tech,114
3,Sci/Tech,115
3,Sci/Tech,116
3,Sci/Tech,117
3,Sci/Tech,118
3,Sci/Tech,119
3,Sci/Tech,120
3,Sci/Tech,121
3,Sci/Tech,122
3,Sci/Tech,123
3,Sci/Tech,124
3,Sci/Tech,125
3,Sci/Tech,126
3,Sci/Tech,127
3,Sci/Tech,128
3,Sci/Tech,129
3,Sci/Tech,130
3,Sci/Tech,131
3,Sci/Tech,132
3,Sci/Tech,133
3,Sci/Tech,134
3,Sci/Tech,135
3,Sci/Tech,136
3,Sci/Tech,137
3,Sci/Tech,138
3,Sci/Tech,139
3,Sci/Tech,140
3,Sci/Tech,141
3,Sci/Tech,142
3,Sci/Tech,143
3,Sci/Tech,144
3,Sci/Tech,145
3,Sci/Tech,146
3,Sci/Tech,147
3,Sci/Tech,148
3,Sci/Tech,149
3,Sci/Tech,150
3,Sci/Tech,151
3,Sci/Tech,152
3,Sci/Tech,153
3,Sci/Tech,154
3,Sci/Tech,155
3,Sci/Tech,156
3,Sci/Tech,157
3,Sci/Tech,158
3,Sci/Tech,159
3,Sci/Tech,160
3,Sci/Tech,161
3,Sci/Tech,162
3,Sci/Tech,163
3,Sci/Tech,164
3,Sci/Tech,165
3,Sci/Tech,166
3,Sci/Tech,167
3,Sci/Tech,168
3,Sci/Tech,169
3,Sci/Tech,170
3,Sci/Tech,171
3,Sci/Tech,172
3,Sci/Tech,173
3,Sci/Tech,174
3,Sci/Tech,175
3,Sci/Tech,176
3,Sci/Tech,177
3,Sci/Tech,178
3,Sci/Tech,179
3,Sci/Tech,180
3,Sci/Tech,181
3,Sci/Tech,182
3,Sci/Tech,183
3,Sci/Tech,184
3,Sci/Tech,185
3,Sci/Tech,186
3,Sci/Tech,187
3,Sci/Tech,188
3,Sci/Tech,189
3,Sci/Tech,190
3,Sci/Tech,191
3,Sci/Tech,192
3,Sci/Tech,193
3,Sci/Tech,194
3,Sci/Tech,195
3,Sci/Tech,196
3,Sci/Tech,197
3,Sci/Tech,198
3,Sci/Tech,199
3,Sci/Tech,200
3,Sci/Tech,201
3,Sci/Tech,202
3,Sci/Tech,203
3,Sci/Tech,204
3,Sci/Tech,205
3,Sci/Tech,206
3,Sci/Tech,207
3,Sci/Tech,208
3,Sci/Tech,209
3,Sci/Tech,210
3,Sci/Tech,211
3,Sci/Tech,212
3,Sci/Tech,213
3,Sci/Tech,214
3,Sci/Tech,215
3,Sci/Tech,216
3,Sci/Tech,217
3,Sci/Tech,218
3,Sci/Tech,219
3,Sci/Tech,220
3,Sci/Tech,221
3,Sci/Tech,222
3,Sci/Tech,223
3,Sci/Tech,224
3,Sci/Tech,225
3,Sci/Tech,226
3,Sci/Tech,227
3,Sci/Tech,228
3,Sci/Tech,229
3,Sci/Tech,230
3,Sci/Tech,231
3,Sci/Tech,232
3,Sci/Tech,233
3,Sci/Tech,234
3,Sci/Tech,235
3,Sci/Tech,236
3,Sci/Tech,237
3,Sci/Tech,238
3,Sci/Tech,239
3,Sci/Tech,240
3,Sci/Tech,241
3,Sci/Tech,242
3,Sci/Tech,243
3,Sci/Tech,244
3,Sci/Tech,245
3,Sci/Tech,246
3,Sci/Tech,247
3,Sci/Tech,248
3,Sci/Tech,249
3,Sci/Tech,250
3,Sci/Tech,251
3,Sci/Tech,252
3,Sci/Tech,253
3,Sci/Tech,254
3,Sci/Tech,255
3,Sci/Tech,256
3,Sci/Tech,257
3,Sci/Tech,258
3,Sci/Tech,259
3,Sci/Tech,260
3,Sci/Tech,261
3,Sci/Tech,262
3,Sci/Tech,263
3,Sci/Tech,264
3,Sci/Tech,265
3,Sci/Tech,266
3,Sci/Tech,267
3,Sci/Tech,268
3,Sci/Tech,269
3,Sci/Tech,270
3,Sci/Tech,271
3,Sci/Tech,272
3,Sci/Tech,273
3,Sci/Tech,274
3,Sci/Tech,275
3,Sci/Tech,276
3,Sci/Tech,277
3,Sci/Tech,278
3,Sci/Tech,279
3,Sci/Tech,280
3,Sci/Tech,281
3,Sci/Tech,282
3,Sci/Tech,283
3,Sci/Tech,284
3,Sci/Tech,285
3,Sci/Tech,286
3,Sci/Tech,287
3,Sci/Tech,288
3,Sci/Tech,289
3,Sci/Tech,290
3,Sci/Tech,291
3,Sci/Tech,292
3,Sci/Tech,293
3,Sci/Tech,294
3,Sci/Tech,295
3,Sci/Tech,296
3,Sci/Tech,297
3,Sci/Tech,298
3,Sci/Tech,299
3,Sci/Tech,300
3,Sci/Tech,301
3,Sci/Tech,302
3,Sci/Tech,303
3,Sci/Tech,304
3,Sci/Tech,305
3,Sci/Tech,306
3,Sci/Tech,307
3,Sci/Tech,308
3,Sci/Tech,309
3,Sci/Tech,310
3,Sci/Tech,311
3,Sci/Tech,312
3,Sci/Tech,313
3,Sci/Tech,314
3,Sci/Tech,315
3,Sci/Tech,316
3,Sci/Tech,317
3,Sci/Tech,318
3,Sci/Tech,319
3,Sci/Tech,320
3,Sci/Tech,321
3,Sci/Tech,322
3,Sci/Tech,323
3,Sci/Tech,324
3,Sci/Tech,325
3,Sci/Tech,326
3,Sci/Tech,327
3,Sci/Tech,328
3,Sci/Tech,329
3,Sci/Tech,330
3,Sci/Tech,331
3,Sci/Tech,332
3,Sci/Tech,333
3,Sci/Tech,334
3,Sci/Tech,335
3,Sci/Tech,336
3,Sci/Tech,337
3,Sci/Tech,338
3,Sci/Tech,339
3,Sci/Tech,340
3,Sci/Tech,341
3,Sci/Tech,342
3,Sci/Tech,343
3,Sci/Tech,344
3,Sci/Tech,345
3,Sci/Tech,346
3,Sci/Tech,347
3,Sci/Tech,348
3,Sci/Tech,349
3,Sci/Tech,350
3,Sci/Tech,351
3,Sci/Tech,352
3,Sci/Tech,353
3,Sci/Tech,354
3,Sci/Tech,355
3,Sci/Tech,356
3,Sci/Tech,357
3,Sci/Tech,358
3,Sci/Tech,359
3,Sci/Tech,360
3,Sci/Tech,361
3,Sci/Tech,362
3,Sci/Tech,363
3,Sci/Tech,364
3,Sci/Tech,365
3,Sci/Tech,366
3,Sci/Tech,367
3,Sci/Tech,368
3,Sci/Tech,369
3,Sci/Tech,370
3,Sci/Tech,371
3,Sci/Tech,372
3,Sci/Tech,373
3,Sci/Tech,374
3,Sci/Tech,375
3,Sci/Tech,376
3,Sci/Tech,377
3,Sci/Tech,378
3,Sci/Tech,379
3,Sci/Tech,380
3,Sci/Tech,381
3,Sci/Tech,382
3,Sci/Tech,383
3,Sci/Tech,384
3,Sci/Tech,385
3,Sci/Tech,386
3,Sci/Tech,387
3,Sci/Tech,388
3,Sci/Tech,389
3,Sci/Tech,390
3,Sci/Tech,391
3,Sci/Tech,392
3,Sci/Tech,393
3,Sci/Tech,394
3,Sci/Tech,395
3,Sci/Tech,396
3,Sci/Tech,397
3,Sci/Tech,398
3,Sci/Tech,399
3,Sci/Tech,400
3,Sci/Tech,401
3,Sci/Tech,402
3,Sci/Tech,403
3,Sci/Tech,404
3,Sci/Tech,405
3,Sci/Tech,406
3,Sci/Tech,407
3,Sci/Tech,408
3,Sci/Tech,409
3,Sci/Tech,410
3,Sci/Tech,411
3,Sci/Tech,412
3,Sci/Tech,413
3,Sci/Tech,414
3,Sci/Tech,415
3,Sci/Tech,416
3,Sci/Tech,417
3,Sci/Tech,418
3,Sci/Tech,419
3,Sci/Tech,420
3,Sci/Tech,421
3,Sci/Tech,422
3,Sci/Tech,423
3,Sci/Tech,424
3,Sci/Tech,425
3,Sci/Tech,426
3,Sci/Tech,427
3,Sci/Tech,428
3,Sci/Tech,429
3,Sci/Tech,430
3,Sci/Tech,431
3,Sci/Tech,432
3,Sci/Tech,433
3,Sci/Tech,434
3,Sci/Tech,435
3,Sci/Tech,436
3,Sci/Tech,437
3,Sci/Tech,438
3,Sci/Tech,439
3,Sci/Tech,440
3,Sci/Tech,441
3,Sci/Tech,442
3,Sci/Tech,443
3,Sci/Tech,444
3,Sci/Tech,445
3,Sci/Tech,446
3,Sci/Tech,447
1,Sports,448
1,Sports,449
1,Sports,450
1,Sports,451
1,Sports,452
1,Sports,453
1,Sports,454
1,Sports,455
1,Sports,456
1,Sports,457
1,Sports,458
1,Sports,459
1,Sports,460
1,Sports,461
1,Sports,462
1,Sports,463
1,Sports,464
1,Sports,465
1,Sports,466
1,Sports,467
1,Sports,468
1,Sports,469
1,Sports,470
1,Sports,471
1,Sports,472
1,Sports,473
1,Sports,474
1,Sports,475
1,Sports,476
1,Sports,477
1,Sports,478
1,Sports,479
1,Sports,480
1,Sports,481
1,Sports,482
1,Sports,483
1,Sports,484
1,Sports,485
1,Sports,486
1,Sports,487
1,Sports,488
1,Sports,489
1,Sports,490
1,Sports,491
0,World,492
0,World,493
0,World,494
0,World,495
0,World,496
0,World,497
0,World,498
0,World,499
0,World,500
0,World,501
0,World,502
0,World,503
0,World,504
0,World,505
0,World,506
0,World,507
0,World,508
0,World,509
0,World,510
0,World,511
0,World,512
0,World,513
0,World,514
0,World,515
0,World,516
0,World,517
0,World,518
0,World,519
0,World,520
0,World,521
0,World,522
0,World,523
0,World,524
0,World,525
0,World,526
0,World,527
0,World,528
0,World,529
0,World,530
0,World,531
0,World,532
0,World,533
0,World,534
0,World,535
0,World,536
0,World,537
0,World,538
0,World,539
0,World,540
2,Business,541
2,Business,542
2,Business,543
2,Business,544
2,Business,545
2,Business,546
3,Sci/Tech,547
3,Sci/Tech,548
3,Sci/Tech,549
3,Sci/Tech,550
3,Sci/Tech,551
3,Sci/Tech,552
3,Sci/Tech,553
3,Sci/Tech,554
3,Sci/Tech,555
3,Sci/Tech,556
3,Sci/Tech,557
1,Sports,558
1,Sports,559
1,Sports,560
1,Sports,561
1,Sports,562
1,Sports,563
1,Sports,564
1,Sports,565
1,Sports,566
1,Sports,567
0,World,568
0,World,569
0,World,570
0,World,571
0,World,572
0,World,573
0,World,574
0,World,575
0,World,576
0,World,577
0,World,578
0,World,579
0,World,580
0,World,581
0,World,582
0,World,583
0,World,584
0,World,585
0,World,586
0,World,587
0,World,588
3,Sci/Tech,589
3,Sci/Tech,590
1,Sports,591
1,Sports,592
1,Sports,593
1,Sports,594
1,Sports,595
1,Sports,596
1,Sports,597
0,World,598
0,World,599
0,World,600
0,World,601
0,World,602
1,Sports,603
1,Sports,604
1,Sports,605
0,World,606
1,Sports,607
0,World,608
1,Sports,609
0,World,610
0,World,611
0,World,612
0,World,613
0,World,614
0,World,615
1,Sports,616
1,Sports,617
3,Sci/Tech,618
0,World,619
2,Business,620
1,Sports,621
0,World,622
0,World,623
0,World,624
1,Sports,625
1,Sports,626
1,Sports,627
1,Sports,628
0,World,629
1,Sports,630
0,World,631
0,World,632
1,Sports,633
1,Sports,634
0,World,635
3,Sci/Tech,636
1,Sports,637
0,World,638
0,World,639
1,Sports,640
0,World,641
1,Sports,642
1,Sports,643
0,World,644
0,World,645
1,Sports,646
1,Sports,647
1,Sports,648
1,Sports,649
1,Sports,650
1,Sports,651
1,Sports,652
0,World,653
0,World,654
2,Business,655
1,Sports,656
1,Sports,657
0,World,658
0,World,659
0,World,660
1,Sports,661
0,World,662
2,Business,663
1,Sports,664
1,Sports,665
0,World,666
2,Business,667
2,Business,668
2,Business,669
2,Business,670
2,Business,671
2,Business,672
2,Business,673
2,Business,674
1,Sports,675
1,Sports,676
1,Sports,677
0,World,678
0,World,679
0,World,680
1,Sports,681
1,Sports,682
1,Sports,683
0,World,684
0,World,685
2,Business,686
1,Sports,687
1,Sports,688
0,World,689
0,World,690
0,World,691
0,World,692
2,Business,693
3,Sci/Tech,694
1,Sports,695
2,Business,696
2,Business,697
1,Sports,698
0,World,699
0,World,700
2,Business,701
2,Business,702
0,World,703
1,Sports,704
0,World,705
0,World,706
0,World,707
2,Business,708
2,Business,709
1,Sports,710
0,World,711
3,Sci/Tech,712
3,Sci/Tech,713
3,Sci/Tech,714
1,Sports,715
1,Sports,716
0,World,717
0,World,718
0,World,719
3,Sci/Tech,720
3,Sci/Tech,721
3,Sci/Tech,722
0,World,723
0,World,724
2,Business,725
0,World,726
2,Business,727
1,Sports,728
0,World,729
0,World,730
2,Business,731
2,Business,732
0,World,733
0,World,734
0,World,735
2,Business,736
2,Business,737
2,Business,738
2,Business,739
2,Business,740
2,Business,741
1,Sports,742
1,Sports,743
1,Sports,744
1,Sports,745
1,Sports,746
1,Sports,747
1,Sports,748
1,Sports,749
0,World,750
0,World,751
0,World,752
0,World,753
0,World,754
0,World,755
3,Sci/Tech,756
3,Sci/Tech,757
0,World,758
0,World,759
3,Sci/Tech,760
0,World,761
2,Business,762
1,Sports,763
1,Sports,764
1,Sports,765
1,Sports,766
1,Sports,767
1,Sports,768
1,Sports,769
1,Sports,770
1,Sports,771
0,World,772
3,Sci/Tech,773
1,Sports,774
0,World,775
0,World,776
0,World,777
0,World,778
0,World,779
0,World,780
0,World,781
3,Sci/Tech,782
0,World,783
2,Business,784
2,Business,785
2,Business,786
3,Sci/Tech,787
0,World,788
3,Sci/Tech,789
3,Sci/Tech,790
3,Sci/Tech,791
0,World,792
2,Business,793
0,World,794
3,Sci/Tech,795
1,Sports,796
1,Sports,797
3,Sci/Tech,798
0,World,799
2,Business,800
2,Business,801
2,Business,802
2,Business,803
2,Business,804
1,Sports,805
2,Business,806
2,Business,807
3,Sci/Tech,808
3,Sci/Tech,809
3,Sci/Tech,810
3,Sci/Tech,811
3,Sci/Tech,812
1,Sports,813
1,Sports,814
1,Sports,815
0,World,816
0,World,817
0,World,818
